emp_no,salary,from_date,to_date
15709,84845,08-03-1997,08-03-1998
15709,85457,08-03-1998,08-03-1999
15709,85060,08-03-1999,07-03-2000
15709,88284,07-03-2000,07-03-2001
15709,91659,07-03-2001,07-03-2002
15709,94424,07-03-2002,01-01-9999
15710,40000,26-02-1992,25-02-1993
15710,44332,25-02-1993,25-02-1994
15710,45922,25-02-1994,25-02-1995
15710,45812,25-02-1995,25-02-1996
15710,45595,25-02-1996,24-02-1997
15710,49490,24-02-1997,24-02-1998
15710,50663,24-02-1998,24-02-1999
15710,50709,24-02-1999,24-02-2000
15710,53646,24-02-2000,23-02-2001
15710,53935,23-02-2001,23-02-2002
15710,53961,23-02-2002,01-01-9999
15711,43431,02-04-1997,02-04-1998
15711,44500,02-04-1998,02-04-1999
15711,47695,02-04-1999,01-04-2000
15711,51664,01-04-2000,01-04-2001
15711,53258,01-04-2001,01-04-2002
15711,57649,01-04-2002,01-01-9999
15712,40000,10-02-1991,10-02-1992
15712,42799,10-02-1992,09-02-1993
15712,42368,09-02-1993,09-02-1994
15712,46611,09-02-1994,09-02-1995
15712,46665,09-02-1995,09-02-1996
15712,47142,09-02-1996,08-02-1997
15712,47564,08-02-1997,08-02-1998
15712,50345,08-02-1998,27-09-1998
15713,40000,06-12-1998,06-12-1999
15713,43933,06-12-1999,05-12-2000
15713,45470,05-12-2000,05-12-2001
15713,47494,05-12-2001,18-04-2002
15714,40000,09-03-1995,08-03-1996
15714,42487,08-03-1996,08-03-1997
15714,43098,08-03-1997,08-03-1998
15714,43955,08-03-1998,08-03-1999
15714,46136,08-03-1999,07-03-2000
15714,46078,07-03-2000,07-03-2001
15714,48450,07-03-2001,07-03-2002
15714,52142,07-03-2002,01-01-9999
15715,40000,21-09-1999,20-09-2000
15715,39551,20-09-2000,20-09-2001
15715,40817,20-09-2001,01-01-9999
15716,82925,07-03-1999,06-03-2000
15716,84329,06-03-2000,06-03-2001
15716,85632,06-03-2001,06-03-2002
15716,88357,06-03-2002,01-01-9999
15717,95275,10-12-1992,10-12-1993
15717,97724,10-12-1993,10-12-1994
15717,100435,10-12-1994,10-12-1995
15717,101093,10-12-1995,09-12-1996
15717,104813,09-12-1996,09-12-1997
15717,107930,09-12-1997,09-12-1998
15717,107589,09-12-1998,09-12-1999
15717,107399,09-12-1999,08-12-2000
15717,110465,08-12-2000,08-12-2001
15717,114874,08-12-2001,01-01-9999
15718,65433,02-12-1999,01-12-2000
15718,67791,01-12-2000,01-12-2001
15718,70920,01-12-2001,01-01-9999
15719,42350,28-05-1990,28-05-1991
15719,45542,28-05-1991,27-05-1992
15719,49211,27-05-1992,27-05-1993
15719,50470,27-05-1993,27-05-1994
15719,53731,27-05-1994,27-05-1995
15719,56614,27-05-1995,26-05-1996
15719,59894,26-05-1996,26-05-1997
15719,64344,26-05-1997,26-05-1998
15719,63866,26-05-1998,31-07-1998
15720,54257,24-05-1993,24-05-1994
15720,57257,24-05-1994,24-05-1995
15720,60555,24-05-1995,23-05-1996
15720,62719,23-05-1996,23-05-1997
15720,63202,23-05-1997,23-05-1998
15720,65697,23-05-1998,23-05-1999
15720,68183,23-05-1999,22-05-2000
15720,69058,22-05-2000,22-05-2001
15720,70695,22-05-2001,22-05-2002
15720,74649,22-05-2002,01-01-9999
15721,56099,28-04-1987,27-04-1988
15721,56099,27-04-1988,27-04-1989
15721,58328,27-04-1989,27-04-1990
15721,60723,27-04-1990,27-04-1991
15721,60331,27-04-1991,26-04-1992
15721,60565,26-04-1992,26-04-1993
15721,64303,26-04-1993,26-04-1994
15721,64397,26-04-1994,26-04-1995
15721,66152,26-04-1995,25-04-1996
15721,67422,25-04-1996,25-04-1997
15721,71236,25-04-1997,25-04-1998
15721,73650,25-04-1998,25-04-1999
15721,74647,25-04-1999,24-04-2000
15721,77636,24-04-2000,24-04-2001
15721,80899,24-04-2001,24-04-2002
15721,84190,24-04-2002,01-01-9999
15722,52864,17-12-1987,16-12-1988
15722,54476,16-12-1988,16-12-1989
15722,58576,16-12-1989,16-12-1990
15722,62358,16-12-1990,16-12-1991
15722,63837,16-12-1991,15-12-1992
15722,64398,15-12-1992,15-12-1993
15722,67718,15-12-1993,15-12-1994
15722,69078,15-12-1994,15-12-1995
15722,68994,15-12-1995,14-12-1996
15722,69396,14-12-1996,14-12-1997
15722,72808,14-12-1997,14-12-1998
15722,76564,14-12-1998,14-12-1999
15722,79940,14-12-1999,13-12-2000
15722,81349,13-12-2000,13-12-2001
15722,84424,13-12-2001,01-01-9999
15723,47524,21-10-1990,21-10-1991
15723,48870,21-10-1991,20-10-1992
15723,50164,20-10-1992,20-10-1993
15723,49838,20-10-1993,05-01-1994
15724,40000,17-03-1997,17-03-1998
15724,40518,17-03-1998,17-03-1999
15724,40267,17-03-1999,16-03-2000
15724,42482,16-03-2000,16-03-2001
15724,43416,16-03-2001,16-03-2002
15724,47495,16-03-2002,01-01-9999
15725,46919,31-03-1987,30-03-1988
15725,47489,30-03-1988,30-03-1989
15725,48542,30-03-1989,30-03-1990
15725,52612,30-03-1990,30-03-1991
15725,57047,30-03-1991,29-03-1992
15725,60568,29-03-1992,29-03-1993
15725,60817,29-03-1993,29-03-1994
15725,64839,29-03-1994,29-03-1995
15725,64663,29-03-1995,28-03-1996
15725,68580,28-03-1996,28-03-1997
15725,69505,28-03-1997,28-03-1998
15725,70433,28-03-1998,28-03-1999
15725,70557,28-03-1999,27-03-2000
15725,74850,27-03-2000,27-03-2001
15725,75243,27-03-2001,27-03-2002
15725,76064,27-03-2002,01-01-9999
15726,70522,28-08-1996,28-08-1997
15726,73386,28-08-1997,28-08-1998
15726,75822,28-08-1998,28-08-1999
15726,78478,28-08-1999,27-08-2000
15726,81634,27-08-2000,27-08-2001
15726,85649,27-08-2001,01-01-9999
15727,40000,27-03-1994,27-03-1995
15727,40660,27-03-1995,26-03-1996
15727,44775,26-03-1996,26-03-1997
15727,46552,26-03-1997,26-03-1998
15727,50404,26-03-1998,26-03-1999
15727,52977,26-03-1999,25-03-2000
15727,55314,25-03-2000,25-03-2001
15727,58958,25-03-2001,25-03-2002
15727,62329,25-03-2002,01-01-9999
15728,40000,30-05-1986,30-05-1987
15728,43837,30-05-1987,29-05-1988
15728,45402,29-05-1988,29-05-1989
15728,49230,29-05-1989,29-05-1990
15728,53668,29-05-1990,29-05-1991
15728,56434,29-05-1991,28-05-1992
15728,56069,28-05-1992,28-05-1993
15728,56859,28-05-1993,28-05-1994
15728,59199,28-05-1994,28-05-1995
15728,58785,28-05-1995,27-05-1996
15728,60899,27-05-1996,27-05-1997
15728,63851,27-05-1997,27-05-1998
15728,66342,27-05-1998,27-05-1999
15728,66707,27-05-1999,26-05-2000
15728,67438,26-05-2000,26-05-2001
15728,68360,26-05-2001,26-05-2002
15728,72123,26-05-2002,30-05-2002
15729,78828,01-06-1987,31-05-1988
15729,81271,31-05-1988,25-03-1989
15730,40000,14-07-1991,13-07-1992
15730,39685,13-07-1992,13-07-1993
15730,44168,13-07-1993,13-07-1994
15730,48513,13-07-1994,13-07-1995
15730,51643,13-07-1995,12-07-1996
15730,51593,12-07-1996,12-07-1997
15730,51277,12-07-1997,12-07-1998
15730,53368,12-07-1998,12-07-1999
15730,55486,12-07-1999,11-07-2000
15730,59001,11-07-2000,11-07-2001
15730,62888,11-07-2001,11-07-2002
15730,62901,11-07-2002,01-01-9999
15731,55021,01-04-1985,01-04-1986
15731,55817,01-04-1986,01-04-1987
15731,57203,01-04-1987,31-03-1988
15731,57878,31-03-1988,31-03-1989
15731,61848,31-03-1989,31-03-1990
15731,65000,31-03-1990,31-03-1991
15731,66256,31-03-1991,30-03-1992
15731,68152,30-03-1992,30-03-1993
15731,71763,30-03-1993,30-03-1994
15731,75207,30-03-1994,30-03-1995
15731,78215,30-03-1995,29-03-1996
15731,79104,29-03-1996,29-03-1997
15731,83446,29-03-1997,29-03-1998
15731,83686,29-03-1998,29-03-1999
15731,86230,29-03-1999,28-03-2000
15731,90447,28-03-2000,28-03-2001
15731,92850,28-03-2001,28-03-2002
15731,92495,28-03-2002,01-01-9999
15732,40000,03-08-1989,03-08-1990
15732,42050,03-08-1990,03-08-1991
15732,45822,03-08-1991,02-08-1992
15732,47961,02-08-1992,02-08-1993
15732,50741,02-08-1993,02-08-1994
15732,53191,02-08-1994,02-08-1995
15732,55384,02-08-1995,01-08-1996
15732,59608,01-08-1996,01-08-1997
15732,63263,01-08-1997,01-08-1998
15732,64940,01-08-1998,01-08-1999
15732,66871,01-08-1999,31-07-2000
15732,67765,31-07-2000,31-07-2001
15732,71329,31-07-2001,31-07-2002
15732,71764,31-07-2002,01-01-9999
15733,40000,03-03-1990,03-03-1991
15733,42135,03-03-1991,02-03-1992
15733,46324,02-03-1992,02-03-1993
15733,48434,02-03-1993,02-03-1994
15733,48643,02-03-1994,02-03-1995
15733,51448,02-03-1995,01-03-1996
15733,52320,01-03-1996,01-03-1997
15733,54995,01-03-1997,01-03-1998
15733,56720,01-03-1998,01-03-1999
15733,58945,01-03-1999,29-02-2000
15733,61876,29-02-2000,28-02-2001
15733,63865,28-02-2001,28-02-2002
15733,64287,28-02-2002,01-01-9999
15734,49292,24-12-1996,24-12-1997
15734,51141,24-12-1997,24-12-1998
15734,51666,24-12-1998,24-12-1999
15734,55663,24-12-1999,23-12-2000
15734,59895,23-12-2000,23-12-2001
15734,62064,23-12-2001,01-01-9999
15735,82027,01-09-1987,31-08-1988
15735,81840,31-08-1988,31-08-1989
15735,84648,31-08-1989,31-08-1990
15735,87345,31-08-1990,31-08-1991
15735,91367,31-08-1991,30-08-1992
15735,92747,30-08-1992,30-08-1993
15735,95667,30-08-1993,30-08-1994
15735,96097,30-08-1994,30-08-1995
15735,98138,30-08-1995,29-08-1996
15735,98957,29-08-1996,29-08-1997
15735,101260,29-08-1997,29-08-1998
15735,103292,29-08-1998,29-08-1999
15735,103930,29-08-1999,28-08-2000
15735,105602,28-08-2000,28-08-2001
15735,105721,28-08-2001,01-01-9999
15736,75703,09-08-1999,08-08-2000
15736,75524,08-08-2000,08-08-2001
15736,78497,08-08-2001,01-11-2001
15737,42016,07-06-1999,06-06-2000
15737,44086,06-06-2000,06-06-2001
15737,45172,06-06-2001,06-06-2002
15737,45359,06-06-2002,01-01-9999
15738,41147,14-07-1987,13-07-1988
15738,41033,13-07-1988,13-07-1989
15738,41350,13-07-1989,13-07-1990
15738,43860,13-07-1990,13-07-1991
15738,47755,13-07-1991,12-07-1992
15738,51385,12-07-1992,12-07-1993
15738,52597,12-07-1993,12-07-1994
15738,55595,12-07-1994,12-07-1995
15738,56081,12-07-1995,11-07-1996
15738,56641,11-07-1996,11-07-1997
15738,60685,11-07-1997,11-07-1998
15738,64447,11-07-1998,11-07-1999
15738,66156,11-07-1999,10-07-2000
15738,68803,10-07-2000,10-07-2001
15738,68877,10-07-2001,10-07-2002
15738,73052,10-07-2002,01-01-9999
15739,54605,02-03-1999,01-03-2000
15739,58644,01-03-2000,01-03-2001
15739,58438,01-03-2001,01-03-2002
15739,60224,01-03-2002,01-01-9999
15740,57994,04-06-1995,03-06-1996
15740,60958,03-06-1996,03-06-1997
15740,61468,03-06-1997,03-06-1998
15740,64906,03-06-1998,03-06-1999
15740,68268,03-06-1999,02-06-2000
15740,68295,02-06-2000,02-06-2001
15740,70711,02-06-2001,02-06-2002
15740,72589,02-06-2002,01-01-9999
15741,40000,26-06-1987,25-06-1988
15741,41643,25-06-1988,25-06-1989
15741,42952,25-06-1989,25-06-1990
15741,44974,25-06-1990,25-06-1991
15741,49050,25-06-1991,24-06-1992
15741,53346,24-06-1992,24-06-1993
15741,54015,24-06-1993,24-06-1994
15741,57030,24-06-1994,24-06-1995
15741,58457,24-06-1995,23-06-1996
15741,60475,23-06-1996,23-06-1997
15741,63397,23-06-1997,23-06-1998
15741,64691,23-06-1998,23-06-1999
15741,65839,23-06-1999,22-06-2000
15741,70277,22-06-2000,22-06-2001
15741,71760,22-06-2001,22-06-2002
15741,71445,22-06-2002,01-01-9999
15742,40000,19-07-1991,18-07-1992
15742,40469,18-07-1992,18-07-1993
15742,40202,18-07-1993,18-07-1994
15742,42385,18-07-1994,18-07-1995
15742,43655,18-07-1995,17-07-1996
15742,46435,17-07-1996,17-07-1997
15742,47573,17-07-1997,17-07-1998
15742,49422,17-07-1998,17-07-1999
15742,51763,17-07-1999,30-08-1999
15743,40000,22-06-1998,22-06-1999
15743,40255,22-06-1999,21-06-2000
15743,44492,21-06-2000,21-06-2001
15743,45660,21-06-2001,21-06-2002
15743,48112,21-06-2002,01-01-9999
15744,41115,19-01-1991,19-01-1992
15744,43351,19-01-1992,18-01-1993
15744,45674,18-01-1993,18-01-1994
15744,46935,18-01-1994,18-01-1995
15744,47524,18-01-1995,18-01-1996
15744,47356,18-01-1996,17-01-1997
15744,50571,17-01-1997,17-01-1998
15744,52628,17-01-1998,17-01-1999
15744,55952,17-01-1999,17-01-2000
15744,55745,17-01-2000,16-01-2001
15744,55318,16-01-2001,16-01-2002
15744,58634,16-01-2002,01-01-9999
15745,40000,16-07-1991,15-07-1992
15745,42662,15-07-1992,15-07-1993
15745,42345,15-07-1993,15-07-1994
15745,43534,15-07-1994,15-07-1995
15745,44171,15-07-1995,14-07-1996
15745,47587,14-07-1996,14-07-1997
15745,49377,14-07-1997,14-07-1998
15745,51083,14-07-1998,14-07-1999
15745,55400,14-07-1999,13-07-2000
15745,57553,13-07-2000,13-07-2001
15745,57548,13-07-2001,13-07-2002
15745,61491,13-07-2002,01-01-9999
15746,40821,04-12-1987,03-12-1988
15746,44082,03-12-1988,03-12-1989
15746,46233,03-12-1989,03-12-1990
15746,48286,03-12-1990,03-12-1991
15746,50602,03-12-1991,02-12-1992
15746,55084,02-12-1992,02-12-1993
15746,56417,02-12-1993,02-12-1994
15746,60753,02-12-1994,02-12-1995
15746,63607,02-12-1995,01-12-1996
15746,64470,01-12-1996,01-12-1997
15746,67354,01-12-1997,01-12-1998
15746,69456,01-12-1998,01-12-1999
15746,70432,01-12-1999,30-11-2000
15746,71427,30-11-2000,30-11-2001
15746,72489,30-11-2001,01-01-9999
15747,58882,31-10-1996,31-10-1997
15747,59696,31-10-1997,31-10-1998
15747,64154,31-10-1998,31-10-1999
15747,64061,31-10-1999,02-07-2000
15748,46592,17-11-1991,16-11-1992
15748,49359,16-11-1992,16-11-1993
15748,52182,16-11-1993,16-11-1994
15748,56245,16-11-1994,16-11-1995
15748,59623,16-11-1995,15-11-1996
15748,63207,15-11-1996,15-11-1997
15748,67205,15-11-1997,15-11-1998
15748,69040,15-11-1998,15-11-1999
15748,70425,15-11-1999,14-11-2000
15748,70760,14-11-2000,14-11-2001
15748,72293,14-11-2001,01-01-9999
15749,43823,22-03-1987,21-03-1988
15749,46240,21-03-1988,21-03-1989
15749,49182,21-03-1989,21-03-1990
15749,49871,21-03-1990,21-03-1991
15749,52041,21-03-1991,20-03-1992
15749,52689,20-03-1992,20-03-1993
15749,52896,20-03-1993,20-03-1994
15749,56851,20-03-1994,20-03-1995
15749,56465,20-03-1995,19-03-1996
15749,60741,19-03-1996,19-03-1997
15749,65030,19-03-1997,19-03-1998
15749,66083,19-03-1998,19-03-1999
15749,66774,19-03-1999,18-03-2000
15749,70688,18-03-2000,18-03-2001
15749,74308,18-03-2001,18-03-2002
15749,74852,18-03-2002,01-01-9999
15750,40000,13-11-1993,13-11-1994
15750,42136,13-11-1994,13-11-1995
15750,45348,13-11-1995,12-11-1996
15750,48452,12-11-1996,12-11-1997
15750,50196,12-11-1997,12-11-1998
15750,53748,12-11-1998,12-11-1999
15750,54585,12-11-1999,11-11-2000
15750,58094,11-11-2000,11-11-2001
15750,58285,11-11-2001,01-01-9999
15751,40000,03-11-1993,03-11-1994
15751,42149,03-11-1994,03-11-1995
15751,44161,03-11-1995,02-11-1996
15751,44902,02-11-1996,02-11-1997
15751,45076,02-11-1997,02-11-1998
15751,46470,02-11-1998,02-11-1999
15751,47762,02-11-1999,01-11-2000
15751,51448,01-11-2000,01-11-2001
15751,55022,01-11-2001,01-01-9999
15752,40000,24-12-1988,24-12-1989
15752,43567,24-12-1989,05-05-1990
15753,40000,22-04-1986,22-04-1987
15753,39725,22-04-1987,21-04-1988
15753,42035,21-04-1988,21-04-1989
15753,46067,21-04-1989,21-04-1990
15753,46615,21-04-1990,21-04-1991
15753,50408,21-04-1991,20-04-1992
15753,49950,20-04-1992,20-04-1993
15753,50281,20-04-1993,20-04-1994
15753,53111,20-04-1994,20-04-1995
15753,53422,20-04-1995,19-04-1996
15753,54721,19-04-1996,19-04-1997
15753,57652,19-04-1997,19-04-1998
15753,61569,19-04-1998,19-04-1999
15753,62575,19-04-1999,18-04-2000
15753,66251,18-04-2000,18-04-2001
15753,69016,18-04-2001,18-04-2002
15753,69764,18-04-2002,02-05-2002
15754,41770,05-03-1993,05-03-1994
15754,44384,05-03-1994,05-03-1995
15754,44307,05-03-1995,04-03-1996
15754,46138,04-03-1996,04-03-1997
15754,46855,04-03-1997,04-03-1998
15754,50029,04-03-1998,04-03-1999
15754,52381,04-03-1999,03-03-2000
15754,52913,03-03-2000,03-03-2001
15754,55142,03-03-2001,03-03-2002
15754,57770,03-03-2002,01-01-9999
15755,53413,06-08-1988,06-08-1989
15755,54126,06-08-1989,06-08-1990
15755,56603,06-08-1990,06-08-1991
15755,60013,06-08-1991,05-08-1992
15755,61022,05-08-1992,05-08-1993
15755,64926,05-08-1993,05-08-1994
15755,68138,05-08-1994,05-08-1995
15755,70940,05-08-1995,04-08-1996
15755,71160,04-08-1996,04-08-1997
15755,72250,04-08-1997,04-08-1998
15755,72628,04-08-1998,04-08-1999
15755,73990,04-08-1999,03-08-2000
15755,74877,03-08-2000,03-08-2001
15755,76340,03-08-2001,01-01-9999
15756,66148,31-03-1998,31-03-1999
15756,70047,31-03-1999,30-03-2000
15756,72150,30-03-2000,30-03-2001
15756,75976,30-03-2001,30-03-2002
15756,79859,30-03-2002,01-01-9999
15757,71143,01-08-1991,31-07-1992
15757,72257,31-07-1992,31-07-1993
15757,74280,31-07-1993,31-07-1994
15757,75724,31-07-1994,31-07-1995
15757,79319,31-07-1995,30-07-1996
15757,82536,30-07-1996,30-07-1997
15757,83310,30-07-1997,30-07-1998
15757,86080,30-07-1998,30-07-1999
15757,89145,30-07-1999,29-07-2000
15757,90110,29-07-2000,29-07-2001
15757,91809,29-07-2001,29-07-2002
15757,93689,29-07-2002,01-01-9999
15758,49936,05-11-1994,05-11-1995
15758,52674,05-11-1995,04-11-1996
15758,57060,04-11-1996,04-11-1997
15758,60484,04-11-1997,04-11-1998
15758,63692,04-11-1998,04-11-1999
15758,63857,04-11-1999,03-11-2000
15758,66999,03-11-2000,03-11-2001
15758,71200,03-11-2001,01-01-9999
15759,59644,05-12-1990,05-12-1991
15759,63224,05-12-1991,04-12-1992
15759,65761,04-12-1992,04-12-1993
15759,67014,04-12-1993,04-12-1994
15759,68614,04-12-1994,04-12-1995
15759,68489,04-12-1995,03-12-1996
15759,71605,03-12-1996,03-12-1997
15759,73760,03-12-1997,03-12-1998
15759,75678,03-12-1998,03-12-1999
15759,78537,03-12-1999,02-12-2000
15759,79981,02-12-2000,02-12-2001
15759,82406,02-12-2001,01-01-9999
15760,79632,11-04-1999,10-04-2000
15760,81558,10-04-2000,10-04-2001
15760,83666,10-04-2001,10-04-2002
15760,84173,10-04-2002,01-01-9999
15761,80258,07-04-1997,07-04-1998
15761,80316,07-04-1998,07-04-1999
15761,80454,07-04-1999,06-04-2000
15761,84384,06-04-2000,06-04-2001
15761,85577,06-04-2001,05-04-2002
15761,86470,05-04-2002,01-01-9999
15762,56568,05-02-1991,05-02-1992
15762,57424,05-02-1992,04-02-1993
15762,61260,04-02-1993,04-02-1994
15762,61769,04-02-1994,04-02-1995
15762,61382,04-02-1995,04-02-1996
15762,63020,04-02-1996,03-02-1997
15762,65446,03-02-1997,19-12-1997
15763,60153,03-08-1993,03-08-1994
15763,60178,03-08-1994,03-08-1995
15763,59977,03-08-1995,02-08-1996
15763,63661,02-08-1996,02-08-1997
15763,67187,02-08-1997,02-08-1998
15763,67102,02-08-1998,02-08-1999
15763,67737,02-08-1999,01-08-2000
15763,67603,01-08-2000,01-08-2001
15763,68644,01-08-2001,01-08-2002
15763,70406,01-08-2002,01-01-9999
15764,40000,12-03-1988,12-03-1989
15764,41240,12-03-1989,12-03-1990
15764,43021,12-03-1990,12-03-1991
15764,44262,12-03-1991,11-03-1992
15764,44347,11-03-1992,11-03-1993
15764,46386,11-03-1993,11-03-1994
15764,46644,11-03-1994,11-03-1995
15764,46795,11-03-1995,10-03-1996
15764,49886,10-03-1996,10-03-1997
15764,51136,10-03-1997,10-03-1998
15764,54330,10-03-1998,10-03-1999
15764,55652,10-03-1999,09-03-2000
15764,58401,09-03-2000,09-03-2001
15764,61754,09-03-2001,09-03-2002
15764,62240,09-03-2002,01-01-9999
15765,40000,15-02-1989,15-02-1990
15765,42464,15-02-1990,15-02-1991
15765,45167,15-02-1991,15-02-1992
15765,45516,15-02-1992,14-02-1993
15765,48574,14-02-1993,14-02-1994
15765,48940,14-02-1994,14-02-1995
15765,48850,14-02-1995,14-02-1996
15765,49577,14-02-1996,13-02-1997
15765,51277,13-02-1997,13-02-1998
15765,53341,13-02-1998,13-02-1999
15765,55440,13-02-1999,13-02-2000
15765,55766,13-02-2000,12-02-2001
15765,57253,12-02-2001,12-02-2002
15765,58709,12-02-2002,01-01-9999
15766,47626,14-11-1986,14-11-1987
15766,50987,14-11-1987,13-11-1988
15766,54682,13-11-1988,28-06-1989
15767,40000,08-06-1985,08-06-1986
15767,44051,08-06-1986,08-06-1987
15767,48448,08-06-1987,07-06-1988
15767,52670,07-06-1988,07-06-1989
15767,56790,07-06-1989,07-06-1990
15767,59662,07-06-1990,07-06-1991
15767,61545,07-06-1991,06-06-1992
15767,62056,06-06-1992,06-06-1993
15767,62283,06-06-1993,06-06-1994
15767,63337,06-06-1994,06-06-1995
15767,63408,06-06-1995,05-06-1996
15767,65662,05-06-1996,05-06-1997
15767,67629,05-06-1997,05-06-1998
15767,69388,05-06-1998,05-06-1999
15767,72161,05-06-1999,04-06-2000
15767,71717,04-06-2000,04-06-2001
15767,75529,04-06-2001,04-06-2002
15767,79121,04-06-2002,01-01-9999
15768,50329,06-04-1999,05-04-2000
15768,51833,05-04-2000,05-04-2001
15768,54031,05-04-2001,04-04-2002
15768,57229,04-04-2002,01-01-9999
15769,61575,20-06-1999,19-06-2000
15769,63313,19-06-2000,19-06-2001
15769,63676,19-06-2001,19-06-2002
15769,66866,19-06-2002,01-01-9999
15770,49213,25-02-1995,25-02-1996
15770,51842,25-02-1996,24-02-1997
15770,52448,24-02-1997,24-02-1998
15770,55252,24-02-1998,23-05-1998
15771,40000,28-01-1992,27-01-1993
15771,44108,27-01-1993,27-01-1994
15771,48438,27-01-1994,27-01-1995
15771,48455,27-01-1995,27-01-1996
15771,48309,27-01-1996,26-01-1997
15771,49691,26-01-1997,26-01-1998
15771,51733,26-01-1998,26-01-1999
15771,51516,26-01-1999,26-01-2000
15771,55928,26-01-2000,25-01-2001
15771,59010,25-01-2001,25-01-2002
15771,59363,25-01-2002,01-01-9999
15772,48304,11-05-1997,11-05-1998
15772,49901,11-05-1998,11-05-1999
15772,53979,11-05-1999,10-05-2000
15772,53904,10-05-2000,10-05-2001
15772,56859,10-05-2001,10-05-2002
15772,59630,10-05-2002,01-01-9999
15773,45968,10-02-1988,09-02-1989
15773,46355,09-02-1989,09-02-1990
15773,48731,09-02-1990,09-02-1991
15773,51079,09-02-1991,09-02-1992
15773,54326,09-02-1992,08-02-1993
15773,54729,08-02-1993,08-02-1994
15773,57494,08-02-1994,08-02-1995
15773,57295,08-02-1995,08-02-1996
15773,58051,08-02-1996,07-02-1997
15773,60430,07-02-1997,07-02-1998
15773,62683,07-02-1998,07-02-1999
15773,63527,07-02-1999,07-02-2000
15773,67204,07-02-2000,06-02-2001
15773,67814,06-02-2001,06-02-2002
15773,70163,06-02-2002,01-01-9999
15774,81090,13-03-1998,13-03-1999
15774,84254,13-03-1999,12-03-2000
15774,86666,12-03-2000,12-03-2001
15774,87304,12-03-2001,12-03-2002
15774,91749,12-03-2002,01-01-9999
15775,61783,17-11-1989,17-11-1990
15775,62317,17-11-1990,17-11-1991
15775,64921,17-11-1991,16-11-1992
15775,64611,16-11-1992,16-11-1993
15775,68075,16-11-1993,16-11-1994
15775,71407,16-11-1994,16-11-1995
15775,73968,16-11-1995,15-11-1996
15775,77611,15-11-1996,15-11-1997
15775,80927,15-11-1997,15-11-1998
15775,84209,15-11-1998,15-11-1999
15775,86839,15-11-1999,14-11-2000
15775,87596,14-11-2000,14-11-2001
15775,89913,14-11-2001,01-01-9999
15776,68190,31-10-1996,31-10-1997
15776,70463,31-10-1997,31-10-1998
15776,71526,31-10-1998,31-10-1999
15776,75708,31-10-1999,30-10-2000
15776,76813,30-10-2000,30-10-2001
15776,79333,30-10-2001,01-01-9999
15777,40000,29-09-1986,29-09-1987
15777,44113,29-09-1987,28-09-1988
15777,43663,28-09-1988,28-09-1989
15777,47523,28-09-1989,28-09-1990
15777,50346,28-09-1990,28-09-1991
15777,53110,28-09-1991,27-09-1992
15777,54057,27-09-1992,27-09-1993
15777,54930,27-09-1993,27-09-1994
15777,58401,27-09-1994,27-09-1995
15777,62841,27-09-1995,26-09-1996
15777,66075,26-09-1996,05-03-1997
15778,44337,27-09-1989,27-09-1990
15778,45886,27-09-1990,27-09-1991
15778,45977,27-09-1991,26-09-1992
15778,46512,26-09-1992,26-09-1993
15778,47521,26-09-1993,26-09-1994
15778,49499,26-09-1994,26-09-1995
15778,49325,26-09-1995,25-09-1996
15778,53729,25-09-1996,25-09-1997
15778,58153,25-09-1997,25-09-1998
15778,58242,25-09-1998,25-09-1999
15778,59616,25-09-1999,24-09-2000
15778,59316,24-09-2000,24-09-2001
15778,59046,24-09-2001,01-01-9999
15779,75110,17-01-1996,16-01-1997
15779,79356,16-01-1997,16-01-1998
15779,83102,16-01-1998,16-01-1999
15779,83691,16-01-1999,16-01-2000
15779,86382,16-01-2000,15-01-2001
15779,89234,15-01-2001,15-01-2002
15779,91298,15-01-2002,01-01-9999
15780,58587,02-04-1987,01-04-1988
15780,62014,01-04-1988,01-04-1989
15780,62958,01-04-1989,01-04-1990
15780,66111,01-04-1990,01-04-1991
15780,68498,01-04-1991,31-03-1992
15780,72448,31-03-1992,31-03-1993
15780,74404,31-03-1993,31-03-1994
15780,76390,31-03-1994,31-03-1995
15780,77741,31-03-1995,30-03-1996
15780,77598,30-03-1996,30-03-1997
15780,79108,30-03-1997,30-03-1998
15780,78762,30-03-1998,30-03-1999
15780,79051,30-03-1999,29-03-2000
15780,80058,29-03-2000,29-03-2001
15780,83574,29-03-2001,29-03-2002
15780,84011,29-03-2002,01-01-9999
15781,64301,09-07-1995,08-07-1996
15781,67031,08-07-1996,08-07-1997
15781,70061,08-07-1997,08-07-1998
15781,70604,08-07-1998,08-07-1999
15781,70137,08-07-1999,07-07-2000
15781,73439,07-07-2000,07-07-2001
15781,73777,07-07-2001,07-07-2002
15781,74416,07-07-2002,01-01-9999
15782,65360,18-12-1991,17-12-1992
15782,66740,17-12-1992,17-12-1993
15782,67317,17-12-1993,17-12-1994
15782,68237,17-12-1994,17-12-1995
15782,68164,17-12-1995,16-12-1996
15782,71513,16-12-1996,16-12-1997
15782,72457,16-12-1997,16-12-1998
15782,75739,16-12-1998,16-12-1999
15782,77682,16-12-1999,15-12-2000
15782,79486,15-12-2000,15-12-2001
15782,79792,15-12-2001,01-01-9999
15783,57592,11-02-1997,11-02-1998
15783,57706,11-02-1998,11-02-1999
15783,61628,11-02-1999,11-02-2000
15783,66019,11-02-2000,10-02-2001
