emp_no,dept_no,from_date,to_date
11043,d005,25-06-1993,01-01-9999
15077,d004,25-06-1993,01-01-9999
16583,d007,25-06-1993,01-01-9999
15081,d005,26-06-1993,01-01-9999
20051,d005,26-06-1993,01-01-9999
14551,d007,27-06-1993,16-09-1993
14694,d004,27-06-1993,01-01-9999
18937,d004,27-06-1993,01-01-9999
12001,d002,28-06-1993,01-01-9999
13147,d007,29-06-1993,01-01-9999
15066,d005,29-06-1993,01-01-9999
19292,d009,29-06-1993,01-01-9999
19648,d004,29-06-1993,01-01-9999
17349,d005,30-06-1993,10-09-1995
19483,d008,30-06-1993,01-01-9999
10605,d006,01-07-1993,01-01-9999
15550,d004,01-07-1993,01-01-9999
17588,d003,01-07-1993,29-11-1993
17859,d004,01-07-1993,01-01-9999
18584,d005,01-07-1993,01-01-9999
10278,d005,02-07-1993,14-02-1997
10577,d008,02-07-1993,01-08-2001
11473,d005,02-07-1993,01-01-9999
13742,d004,02-07-1993,01-01-9999
10865,d009,03-07-1993,19-09-1993
15282,d006,03-07-1993,01-01-9999
13554,d001,04-07-1993,01-01-9999
13058,d001,05-07-1993,05-07-2001
11229,d006,06-07-1993,01-01-9999
13823,d005,06-07-1993,01-01-9999
17351,d001,06-07-1993,22-02-2000
21192,d004,06-07-1993,01-01-9999
13141,d004,07-07-1993,01-01-9999
13799,d006,08-07-1993,01-01-9999
14494,d004,08-07-1993,01-01-9999
16008,d004,08-07-1993,01-01-9999
17782,d005,09-07-1993,01-01-9999
17901,d006,09-07-1993,01-01-9999
19861,d002,09-07-1993,01-11-1994
20662,d003,09-07-1993,14-07-2000
21093,d007,09-07-1993,01-01-9999
11039,d008,10-07-1993,13-07-1998
15908,d006,10-07-1993,01-01-9999
10637,d007,11-07-1993,19-01-2000
15573,d005,12-07-1993,01-01-9999
14436,d004,13-07-1993,01-01-9999
14622,d005,14-07-1993,01-01-9999
17005,d008,14-07-1993,01-01-9999
19004,d004,14-07-1993,04-02-1998
21611,d007,14-07-1993,20-10-1993
14272,d005,16-07-1993,11-05-1994
10814,d007,17-07-1993,01-01-9999
19646,d005,17-07-1993,01-01-9999
11831,d004,18-07-1993,27-01-1998
16094,d005,18-07-1993,01-01-9999
17879,d005,18-07-1993,01-01-9999
17915,d004,18-07-1993,01-01-9999
11729,d007,19-07-1993,30-12-1994
16543,d004,19-07-1993,01-01-9999
21732,d005,19-07-1993,01-01-9999
10829,d003,21-07-1993,29-11-1993
17556,d002,22-07-1993,01-01-9999
19864,d003,22-07-1993,01-01-9999
18795,d008,23-07-1993,01-01-9999
18880,d005,23-07-1993,01-01-9999
10479,d004,24-07-1993,01-01-9999
12730,d005,24-07-1993,24-03-1998
13596,d004,24-07-1993,01-01-9999
16051,d007,24-07-1993,01-01-9999
14630,d005,25-07-1993,01-01-9999
18837,d008,25-07-1993,01-01-9999
21076,d004,25-07-1993,04-08-1993
21076,d005,25-07-1993,25-07-1993
16130,d005,26-07-1993,01-01-9999
16359,d007,26-07-1993,01-01-9999
18409,d002,26-07-1993,25-08-1994
18982,d005,26-07-1993,01-01-9999
21087,d007,26-07-1993,18-07-1999
21194,d005,27-07-1993,01-01-9999
15335,d008,28-07-1993,01-01-9999
12075,d005,30-07-1993,01-01-9999
16039,d009,30-07-1993,01-01-9999
17410,d007,30-07-1993,01-01-9999
18396,d009,30-07-1993,01-01-9999
21598,d007,30-07-1993,22-12-1994
12237,d007,31-07-1993,01-01-9999
16398,d007,31-07-1993,01-01-9999
10967,d005,01-08-1993,01-01-9999
15240,d005,01-08-1993,01-01-9999
10933,d004,02-08-1993,01-01-9999
10017,d001,03-08-1993,01-01-9999
15763,d001,03-08-1993,18-11-2001
13377,d005,04-08-1993,01-01-9999
18627,d006,04-08-1993,01-01-9999
18725,d007,04-08-1993,01-01-9999
19490,d007,04-08-1993,01-01-9999
20877,d005,04-08-1993,01-01-9999
14207,d009,05-08-1993,01-01-9999
14397,d007,05-08-1993,01-01-9999
16574,d007,05-08-1993,01-01-9999
16824,d007,05-08-1993,01-01-9999
17137,d004,05-08-1993,01-01-9999
17262,d006,05-08-1993,01-01-9999
17676,d004,05-08-1993,01-01-9999
20667,d007,06-08-1993,01-01-9999
13644,d005,08-08-1993,25-04-2001
20438,d009,08-08-1993,01-01-9999
18940,d005,09-08-1993,01-01-9999
17342,d005,11-08-1993,17-05-1994
19609,d009,11-08-1993,01-01-9999
20630,d006,11-08-1993,15-04-1997
12482,d004,12-08-1993,17-10-2001
15771,d006,12-08-1993,01-01-9999
17991,d007,13-08-1993,30-07-1998
18140,d008,13-08-1993,01-01-9999
16035,d005,14-08-1993,01-01-9999
18173,d008,14-08-1993,01-01-9999
12895,d004,15-08-1993,01-01-9999
21150,d005,15-08-1993,30-11-1994
14952,d005,16-08-1993,01-01-9999
15819,d007,16-08-1993,14-07-1999
15950,d009,16-08-1993,01-01-9999
18890,d003,16-08-1993,01-01-9999
21498,d004,16-08-1993,06-01-1994
13025,d004,17-08-1993,16-10-1998
13673,d008,17-08-1993,29-05-1995
15461,d003,18-08-1993,01-01-9999
13330,d004,19-08-1993,01-01-9999
12559,d004,20-08-1993,18-08-1994
14000,d007,20-08-1993,01-01-9999
14527,d007,20-08-1993,01-01-9999
14595,d007,20-08-1993,01-01-9999
10941,d001,22-08-1993,01-01-9999
10205,d004,23-08-1993,01-01-9999
15481,d001,23-08-1993,01-01-9999
20403,d006,23-08-1993,01-01-9999
20677,d009,23-08-1993,02-06-1995
13794,d009,24-08-1993,01-01-9999
16682,d002,25-08-1993,01-02-1998
11452,d009,26-08-1993,01-01-9999
18168,d004,26-08-1993,26-08-2001
19363,d005,26-08-1993,01-01-9999
20173,d007,26-08-1993,01-01-9999
20375,d005,26-08-1993,26-01-2001
20506,d007,26-08-1993,01-01-9999
21751,d005,26-08-1993,01-01-9999
19676,d003,28-08-1993,01-01-9999
13318,d004,29-08-1993,01-01-9999
16109,d005,29-08-1993,01-01-9999
18565,d002,29-08-1993,01-01-9999
20622,d007,30-08-1993,31-05-2002
16685,d007,31-08-1993,01-01-9999
17257,d004,31-08-1993,16-04-2000
17914,d007,31-08-1993,01-01-9999
19988,d004,31-08-1993,01-01-9999
19858,d008,01-09-1993,01-01-9999
13172,d007,02-09-1993,01-01-9999
15201,d006,02-09-1993,01-01-9999
10518,d005,03-09-1993,01-01-9999
15700,d003,03-09-1993,13-10-1994
19095,d006,03-09-1993,01-01-9999
17559,d005,04-09-1993,31-03-2002
14161,d004,05-09-1993,12-03-1998
14246,d005,05-09-1993,01-01-9999
19655,d002,05-09-1993,01-01-9999
10306,d007,06-09-1993,01-01-9999
12097,d007,07-09-1993,01-01-9999
13968,d005,07-09-1993,01-01-9999
18344,d009,08-09-1993,01-01-9999
12507,d005,09-09-1993,01-01-9999
13470,d001,09-09-1993,23-02-2002
15483,d003,09-09-1993,24-09-1993
15973,d004,09-09-1993,01-01-9999
19462,d005,09-09-1993,01-01-9999
20291,d004,09-09-1993,01-01-9999
20917,d007,09-09-1993,01-01-9999
16424,d007,10-09-1993,01-01-9999
18753,d009,10-09-1993,01-01-9999
19795,d002,10-09-1993,01-01-9999
17085,d005,11-09-1993,01-01-9999
19647,d009,13-09-1993,01-01-9999
11987,d004,14-09-1993,04-12-1997
13197,d002,14-09-1993,31-07-1995
12155,d004,16-09-1993,01-01-9999
16973,d001,16-09-1993,01-01-9999
18176,d006,16-09-1993,26-03-1997
12754,d006,17-09-1993,01-01-9999
14179,d007,18-09-1993,06-05-2002
14920,d009,18-09-1993,01-01-9999
18785,d004,19-09-1993,01-01-9999
11104,d005,20-09-1993,01-01-9999
16926,d009,20-09-1993,01-01-9999
14393,d004,21-09-1993,01-01-9999
15871,d005,21-09-1993,01-01-9999
21305,d002,21-09-1993,01-01-9999
12281,d005,22-09-1993,01-01-9999
12289,d004,22-09-1993,15-03-1994
18236,d005,23-09-1993,01-01-9999
15483,d001,24-09-1993,18-10-1993
15930,d004,24-09-1993,01-01-9999
16442,d004,24-09-1993,01-01-9999
16980,d007,24-09-1993,14-05-1995
18055,d005,24-09-1993,01-01-9999
14261,d004,25-09-1993,01-01-9999
18044,d008,26-09-1993,01-01-9999
10592,d007,27-09-1993,01-01-9999
18930,d005,28-09-1993,23-01-1995
20168,d004,28-09-1993,27-05-1996
13346,d005,29-09-1993,01-01-9999
17933,d004,29-09-1993,01-01-9999
21235,d004,29-09-1993,01-01-9999
17748,d005,30-09-1993,01-05-1994
18876,d005,30-09-1993,24-02-2000
21398,d006,30-09-1993,01-01-9999
13349,d007,02-10-1993,01-01-9999
15352,d004,02-10-1993,01-01-9999
16617,d006,02-10-1993,01-01-9999
18305,d004,04-10-1993,01-01-9999
14978,d002,05-10-1993,01-01-9999
18229,d003,05-10-1993,01-01-9999
13832,d008,06-10-1993,19-01-1999
11965,d004,07-10-1993,01-01-9999
13584,d001,07-10-1993,01-01-9999
15588,d004,07-10-1993,01-01-9999
17635,d004,07-10-1993,06-03-1997
20849,d008,07-10-1993,01-01-9999
10330,d007,08-10-1993,01-01-9999
18481,d005,08-10-1993,01-01-9999
18619,d004,08-10-1993,15-08-1999
19204,d004,08-10-1993,01-01-9999
11824,d005,09-10-1993,01-01-9999
12955,d007,09-10-1993,01-01-9999
13715,d007,09-10-1993,01-01-9999
15872,d004,09-10-1993,01-01-2001
21659,d005,09-10-1993,01-01-9999
13238,d007,10-10-1993,01-01-9999
18466,d004,10-10-1993,01-01-9999
11247,d003,11-10-1993,01-01-9999
17083,d004,11-10-1993,01-01-9999
21287,d006,11-10-1993,09-12-1996
11485,d004,12-10-1993,01-01-9999
17156,d005,12-10-1993,01-01-9999
21187,d005,12-10-1993,07-10-1998
11871,d005,13-10-1993,01-01-9999
15179,d005,14-10-1993,01-01-9999
21238,d002,14-10-1993,01-01-9999
21623,d004,14-10-1993,01-01-9999
19456,d005,15-10-1993,02-11-1993
20500,d009,15-10-1993,01-01-9999
10410,d007,16-10-1993,21-07-1996
12813,d005,16-10-1993,01-01-9999
13391,d008,16-10-1993,01-01-9999
14389,d005,16-10-1993,01-01-9999
10400,d007,17-10-1993,01-01-9999
12775,d009,17-10-1993,05-04-2002
18022,d005,17-10-1993,01-01-9999
19680,d005,17-10-1993,01-01-9999
20738,d004,17-10-1993,01-01-9999
11022,d009,18-10-1993,01-01-9999
18902,d004,18-10-1993,01-01-9999
12386,d005,19-10-1993,01-01-9999
17067,d005,19-10-1993,01-01-9999
19916,d007,19-10-1993,01-01-9999
17776,d003,20-10-1993,06-05-2001
21184,d006,20-10-1993,01-01-9999
12962,d007,21-10-1993,01-01-9999
13055,d004,21-10-1993,01-01-9999
16132,d006,21-10-1993,03-02-2002
16444,d001,21-10-1993,01-01-9999
11769,d008,22-10-1993,18-04-1999
16795,d006,22-10-1993,01-01-9999
12843,d005,23-10-1993,01-01-9999
13231,d005,23-10-1993,01-01-9999
19380,d005,23-10-1993,01-01-9999
12964,d007,24-10-1993,01-01-9999
14825,d005,24-10-1993,01-01-9999
15605,d007,24-10-1993,19-08-1996
10415,d005,25-10-1993,01-01-9999
14592,d004,26-10-1993,01-01-9999
20160,d007,26-10-1993,21-10-1998
12182,d002,27-10-1993,01-01-9999
10142,d005,28-10-1993,01-01-9999
10528,d005,28-10-1993,01-01-9999
13428,d007,29-10-1993,01-01-9999
17325,d005,31-10-1993,01-01-9999
20089,d007,31-10-1993,01-01-9999
20302,d009,31-10-1993,01-01-9999
14448,d002,01-11-1993,01-01-9999
18750,d001,01-11-1993,26-08-1999
21428,d008,02-11-1993,01-01-9999
15484,d004,03-11-1993,01-01-9999
15751,d004,03-11-1993,01-01-9999
10961,d005,04-11-1993,01-01-9999
11142,d005,04-11-1993,01-01-9999
17060,d004,04-11-1993,01-01-9999
20977,d001,05-11-1993,01-01-9999
10345,d005,08-11-1993,01-01-9999
18283,d007,09-11-1993,06-06-1995
10483,d006,10-11-1993,01-01-9999
11994,d001,11-11-1993,01-01-9999
12373,d007,11-11-1993,01-01-9999
15965,d002,11-11-1993,01-01-9999
16060,d008,11-11-1993,01-01-9999
16523,d009,11-11-1993,01-01-9999
11866,d006,12-11-1993,01-01-9999
14096,d001,12-11-1993,01-01-9999
15429,d005,12-11-1993,01-02-1994
20863,d005,12-11-1993,01-01-9999
15750,d004,13-11-1993,01-01-9999
16520,d005,13-11-1993,22-10-1994
17754,d004,13-11-1993,01-01-9999
12078,d004,14-11-1993,01-01-9999
19773,d005,14-11-1993,20-04-1995
20905,d005,14-11-1993,01-01-9999
15945,d004,16-11-1993,01-01-9999
18796,d004,16-11-1993,01-01-9999
13518,d003,17-11-1993,01-01-9999
19471,d009,17-11-1993,23-08-1997
14049,d005,18-11-1993,01-01-9999
14720,d006,19-11-1993,01-01-9999
15433,d005,20-11-1993,03-11-1996
17736,d005,20-11-1993,01-01-9999
17818,d005,20-11-1993,01-01-9999
20729,d005,23-11-1993,01-01-9999
13911,d001,24-11-1993,01-01-9999
16625,d004,24-11-1993,01-01-9999
16670,d006,24-11-1993,19-06-1998
13030,d001,25-11-1993,01-01-9999
15537,d005,25-11-1993,11-01-2001
19347,d008,25-11-1993,10-04-1997
19857,d007,25-11-1993,08-03-1994
16467,d005,26-11-1993,14-06-1998
21056,d002,26-11-1993,01-01-9999
12999,d008,27-11-1993,01-01-9999
14686,d007,29-11-1993,01-01-9999
16344,d004,30-11-1993,31-03-1996
16377,d004,30-11-1993,01-01-9999
16830,d005,30-11-1993,01-01-9999
19362,d003,30-11-1993,01-01-9999
14679,d005,01-12-1993,01-01-9999
18390,d005,01-12-1993,14-09-1995
20452,d004,01-12-1993,01-01-9999
10134,d004,02-12-1993,01-01-9999
12407,d004,03-12-1993,13-09-1999
17300,d002,03-12-1993,23-01-1997
10825,d005,04-12-1993,03-06-2000
13918,d004,05-12-1993,01-01-9999
15615,d005,05-12-1993,01-01-9999
10160,d007,06-12-1993,01-01-9999
14013,d001,06-12-1993,25-08-1999
20427,d004,06-12-1993,29-10-1994
10374,d007,08-12-1993,25-04-1995
12468,d003,08-12-1993,01-01-9999
19119,d001,08-12-1993,01-01-9999
10119,d004,09-12-1993,30-10-1997
19433,d002,09-12-1993,05-10-1996
19639,d003,10-12-1993,01-01-9999
20213,d005,10-12-1993,01-01-9999
21581,d005,10-12-1993,31-10-1995
13051,d005,11-12-1993,01-01-9999
18461,d004,11-12-1993,12-01-1995
12661,d005,12-12-1993,01-01-9999
16226,d007,12-12-1993,01-01-9999
17656,d003,12-12-1993,01-01-9999
21719,d009,13-12-1993,01-01-9999
12861,d002,14-12-1993,01-01-9999
17084,d008,14-12-1993,08-10-1995
20604,d004,14-12-1993,01-01-9999
14263,d005,15-12-1993,01-01-9999
16828,d005,15-12-1993,01-01-9999
17966,d005,15-12-1993,01-01-9999
18859,d007,15-12-1993,01-01-9999
20175,d001,15-12-1993,12-01-1998
20355,d007,15-12-1993,25-05-1999
14547,d001,16-12-1993,01-01-9999
13707,d004,17-12-1993,01-01-9999
16031,d007,17-12-1993,01-01-9999
18300,d008,17-12-1993,01-01-9999
21141,d009,17-12-1993,01-01-9999
18272,d004,18-12-1993,01-01-9999
21402,d005,18-12-1993,01-01-9999
11544,d003,20-12-1993,22-10-1996
15911,d009,20-12-1993,01-01-9999
19482,d004,20-12-1993,28-08-1998
21503,d007,20-12-1993,01-01-9999
13928,d007,21-12-1993,01-01-9999
14383,d002,21-12-1993,01-01-9999
15370,d005,21-12-1993,15-11-1997
13580,d005,22-12-1993,29-04-1998
17491,d008,22-12-1993,01-01-9999
13079,d004,23-12-1993,24-02-1995
12799,d003,25-12-1993,01-01-9999
15361,d005,25-12-1993,01-01-9999
10909,d005,26-12-1993,01-01-9999
21414,d005,26-12-1993,01-01-9999
21408,d004,27-12-1993,01-01-9999
14045,d009,28-12-1993,12-08-1997
18391,d004,28-12-1993,01-01-9999
20064,d008,28-12-1993,01-01-9999
10014,d005,29-12-1993,01-01-9999
11474,d006,29-12-1993,24-09-1995
11616,d004,30-12-1993,01-01-9999
19845,d005,31-12-1993,01-01-9999
20242,d009,31-12-1993,01-01-9999
15413,d005,01-01-1994,01-01-9999
16671,d007,01-01-1994,01-01-9999
17157,d001,01-01-1994,01-01-9999
13063,d001,02-01-1994,01-01-9999
20072,d004,02-01-1994,01-01-9999
17192,d007,04-01-1994,01-01-9999
18336,d005,04-01-1994,01-01-9999
17935,d005,05-01-1994,01-01-9999
19336,d003,05-01-1994,01-01-9999
20959,d005,06-01-1994,01-01-9999
21498,d009,06-01-1994,12-03-1995
10387,d009,07-01-1994,01-01-9999
19656,d004,07-01-1994,01-01-9999
13413,d007,08-01-1994,01-01-9999
15422,d005,08-01-1994,01-01-9999
15435,d004,08-01-1994,01-01-9999
17374,d007,08-01-1994,02-02-1998
15473,d003,09-01-1994,09-07-1995
15561,d005,09-01-1994,01-01-9999
19554,d005,09-01-1994,01-01-9999
13322,d006,10-01-1994,01-01-9999
12116,d005,11-01-1994,01-01-9999
19023,d004,11-01-1994,01-01-9999
19111,d005,11-01-1994,19-09-1994
13375,d005,13-01-1994,14-04-1997
15691,d004,13-01-1994,01-01-9999
19129,d006,14-01-1994,01-01-9999
20933,d004,14-01-1994,01-01-9999
21240,d007,14-01-1994,20-02-1996
11476,d001,15-01-1994,01-01-9999
14307,d005,16-01-1994,02-03-1994
16667,d007,16-01-1994,25-06-1998
17744,d005,16-01-1994,01-01-9999
16123,d005,17-01-1994,20-02-1998
12958,d002,18-01-1994,01-01-9999
13132,d005,18-01-1994,01-01-9999
20892,d001,18-01-1994,01-01-9999
11498,d004,19-01-1994,25-02-2000
12093,d005,19-01-1994,01-01-9999
13297,d008,19-01-1994,01-01-9999
19517,d003,19-01-1994,01-01-9999
11699,d004,20-01-1994,01-01-9999
11046,d002,21-01-1994,01-01-9999
11945,d003,21-01-1994,01-01-9999
11996,d005,21-01-1994,01-01-9999
15869,d004,21-01-1994,01-01-9999
17175,d002,21-01-1994,14-12-2000
15829,d005,22-01-1994,24-04-1997
11312,d004,23-01-1994,01-01-9999
20727,d005,23-01-1994,01-01-9999
21654,d006,23-01-1994,01-01-9999
18118,d007,24-01-1994,04-08-1999
18047,d005,25-01-1994,08-09-2001
18323,d005,25-01-1994,01-01-9999
10589,d002,26-01-1994,01-01-9999
11463,d009,26-01-1994,19-10-1995
16984,d005,26-01-1994,01-01-9999
12515,d004,27-01-1994,01-01-9999
10149,d007,28-01-1994,27-08-1996
14150,d003,28-01-1994,01-01-9999
17545,d007,28-01-1994,01-01-9999
12370,d006,29-01-1994,01-01-9999
14739,d005,29-01-1994,01-01-9999
17636,d008,29-01-1994,01-01-9999
18778,d002,29-01-1994,01-01-9999
21391,d006,29-01-1994,01-01-9999
12077,d005,30-01-1994,31-08-1995
18133,d009,31-01-1994,08-12-1998
21539,d004,31-01-1994,01-01-9999
15245,d003,01-02-1994,01-01-9999
15429,d008,01-02-1994,27-11-1994
20440,d004,01-02-1994,23-05-2000
12875,d007,04-02-1994,01-01-9999
14862,d003,04-02-1994,01-01-9999
19329,d004,04-02-1994,01-01-9999
16215,d007,05-02-1994,01-01-9999
19018,d006,05-02-1994,23-09-1994
14794,d004,06-02-1994,01-01-9999
15845,d005,06-02-1994,03-11-2001
16136,d005,06-02-1994,01-01-9999
19673,d005,08-02-1994,01-01-9999
10519,d005,09-02-1994,13-10-2001
12491,d007,09-02-1994,18-01-2000
17223,d003,09-02-1994,01-01-9999
14108,d007,10-02-1994,21-06-1996
19957,d007,10-02-1994,01-01-9999
13781,d005,11-02-1994,01-01-9999
19918,d008,11-02-1994,01-01-9999
11872,d001,12-02-1994,01-01-9999
12179,d005,12-02-1994,01-01-9999
18682,d006,12-02-1994,01-01-9999
20800,d004,12-02-1994,01-01-9999
12865,d008,14-02-1994,01-01-9999
14067,d004,14-02-1994,01-01-9999
17133,d002,14-02-1994,01-01-9999
17605,d005,14-02-1994,01-01-9999
18894,d002,14-02-1994,01-01-9999
12099,d007,15-02-1994,01-01-9999
12919,d007,15-02-1994,01-01-9999
20873,d004,16-02-1994,01-01-9999
10030,d004,17-02-1994,01-01-9999
10200,d004,17-02-1994,03-10-2000
10463,d007,17-02-1994,01-01-9999
12102,d007,17-02-1994,01-01-9999
14894,d007,17-02-1994,01-01-9999
18788,d007,17-02-1994,11-07-2002
19618,d002,17-02-1994,01-01-9999
20809,d004,17-02-1994,31-01-2002
20357,d006,18-02-1994,18-02-1998
20733,d004,18-02-1994,01-01-9999
12398,d009,19-02-1994,05-04-1994
12466,d002,19-02-1994,01-01-9999
19542,d009,19-02-1994,01-01-9999
20115,d005,19-02-1994,01-01-9999
14059,d004,20-02-1994,01-01-9999
17106,d005,20-02-1994,01-01-9999
17126,d009,20-02-1994,01-01-9999
17390,d004,20-02-1994,16-02-1998
20688,d006,20-02-1994,01-01-9999
11909,d009,21-02-1994,01-01-9999
16850,d005,21-02-1994,22-04-1997
18462,d005,21-02-1994,01-01-9999
21215,d005,21-02-1994,01-01-9999
21448,d005,21-02-1994,01-01-9999
16061,d009,23-02-1994,01-01-9999
11427,d001,25-02-1994,04-08-1999
17569,d002,25-02-1994,26-12-1994
18252,d005,25-02-1994,03-09-1997
19463,d009,25-02-1994,01-01-9999
19778,d007,26-02-1994,18-02-1995
10116,d005,27-02-1994,03-12-1995
19629,d007,27-02-1994,01-01-9999
20119,d004,27-02-1994,01-01-9999
14255,d002,28-02-1994,01-01-9999
16742,d002,28-02-1994,01-01-9999
10959,d007,01-03-1994,12-04-1996
12968,d004,02-03-1994,16-05-2002
14105,d007,02-03-1994,01-01-9999
14307,d004,02-03-1994,01-01-9999
15798,d006,02-03-1994,01-01-9999
20117,d009,02-03-1994,01-01-9999
20739,d003,02-03-1994,10-12-1994
21360,d003,02-03-1994,28-06-2000
11440,d005,03-03-1994,01-01-9999
15508,d005,03-03-1994,16-12-1995
16786,d009,03-03-1994,05-10-2000
18197,d008,03-03-1994,01-01-9999
21407,d005,03-03-1994,01-01-9999
12413,d004,04-03-1994,01-01-9999
18741,d008,04-03-1994,20-02-1996
11133,d006,06-03-1994,01-01-9999
21359,d004,06-03-1994,01-01-9999
11736,d004,07-03-1994,01-01-9999
11852,d001,07-03-1994,22-01-1995
12139,d004,07-03-1994,01-01-9999
13126,d004,08-03-1994,01-01-9999
19294,d005,08-03-1994,01-01-9999
19857,d009,08-03-1994,29-09-1994
10498,d004,09-03-1994,01-01-9999
11934,d005,09-03-1994,01-01-9999
21147,d005,09-03-1994,21-04-2002
10095,d007,10-03-1994,01-01-9999
13240,d005,10-03-1994,01-01-9999
20829,d007,10-03-1994,01-01-9999
17303,d004,11-03-1994,01-01-9999
12527,d009,12-03-1994,29-09-1996
16154,d006,12-03-1994,01-01-9999
17770,d005,12-03-1994,17-11-1999
18427,d002,12-03-1994,01-01-9999
13255,d005,13-03-1994,01-01-9999
19532,d007,13-03-1994,01-01-9999
16955,d008,14-03-1994,01-01-9999
17584,d003,15-03-1994,01-01-9999
15043,d007,17-03-1994,01-01-9999
14885,d006,18-03-1994,01-01-9999
12882,d004,19-03-1994,01-01-9999
13364,d001,19-03-1994,01-01-9999
14375,d007,19-03-1994,01-01-9999
13602,d007,20-03-1994,28-11-2001
14125,d007,20-03-1994,01-01-9999
17213,d001,20-03-1994,01-01-9999
17653,d001,20-03-1994,15-02-2000
18731,d004,20-03-1994,01-01-9999
20244,d004,20-03-1994,01-01-9999
10178,d007,21-03-1994,01-01-9999
15585,d005,22-03-1994,01-01-9999
10873,d002,23-03-1994,01-01-9999
18333,d004,23-03-1994,01-01-9999
19896,d006,23-03-1994,01-01-9999
21116,d007,23-03-1994,04-05-1996
13137,d004,25-03-1994,01-01-9999
16570,d004,25-03-1994,01-01-9999
19681,d003,25-03-1994,25-05-2001
20659,d007,25-03-1994,11-02-1997
18441,d005,26-03-1994,01-01-9999
19271,d004,26-03-1994,01-01-9999
15727,d004,27-03-1994,01-01-9999
19350,d009,27-03-1994,01-01-9999
12599,d005,28-03-1994,25-01-1995
17975,d007,28-03-1994,01-01-9999
19588,d003,28-03-1994,01-01-9999
20696,d004,28-03-1994,01-01-9999
12483,d004,29-03-1994,01-01-9999
13396,d009,29-03-1994,01-01-9999
16212,d005,29-03-1994,23-05-1995
21432,d007,30-03-1994,01-01-9999
11659,d007,31-03-1994,07-08-1996
12298,d005,31-03-1994,14-12-1998
21134,d006,31-03-1994,01-01-9999
12733,d005,01-04-1994,01-01-9999
12915,d007,01-04-1994,01-01-9999
17937,d008,01-04-1994,01-01-9999
21565,d007,01-04-1994,01-01-9999
10634,d008,02-04-1994,01-01-9999
11598,d005,02-04-1994,01-01-9999
12860,d009,02-04-1994,01-01-9999
16029,d004,02-04-1994,17-11-1994
17030,d007,02-04-1994,21-12-1999
18530,d005,02-04-1994,01-01-9999
19181,d007,02-04-1994,01-01-9999
20063,d004,02-04-1994,01-01-9999
19431,d004,03-04-1994,01-01-9999
19902,d004,03-04-1994,01-01-9999
10357,d006,04-04-1994,01-01-9999
14270,d004,05-04-1994,01-01-9999
11218,d006,06-04-1994,19-04-2002
11707,d005,07-04-1994,01-01-9999
14204,d004,07-04-1994,11-01-1999
10806,d003,08-04-1994,01-01-9999
17644,d007,08-04-1994,01-01-9999
19511,d001,08-04-1994,01-01-9999
10085,d004,09-04-1994,01-01-9999
13091,d006,09-04-1994,01-01-9999
18052,d004,09-04-1994,01-01-9999
20114,d006,09-04-1994,01-01-9999
20620,d005,09-04-1994,13-09-1995
20712,d004,09-04-1994,02-05-1998
20898,d004,09-04-1994,15-07-1998
10581,d004,13-04-1994,01-01-9999
13869,d005,13-04-1994,27-05-1996
14859,d004,13-04-1994,21-01-1997
17176,d001,13-04-1994,13-09-1996
18556,d005,13-04-1994,01-01-9999
18763,d007,14-04-1994,01-01-9999
12243,d005,15-04-1994,01-01-9999
14400,d005,15-04-1994,12-08-1997
16329,d004,15-04-1994,01-01-9999
20713,d004,15-04-1994,31-01-1997
19989,d004,16-04-1994,01-01-9999
20386,d005,16-04-1994,01-01-9999
21350,d004,16-04-1994,12-10-1997
18708,d008,18-04-1994,01-01-9999
21330,d001,18-04-1994,01-01-9999
10815,d003,19-04-1994,01-01-9999
18483,d004,19-04-1994,10-01-1995
20512,d009,19-04-1994,01-01-9999
19562,d005,20-04-1994,01-01-9999
10245,d008,21-04-1994,20-02-1995
13500,d004,21-04-1994,01-01-9999
20634,d004,21-04-1994,01-01-9999
13096,d006,22-04-1994,01-01-9999
14127,d004,22-04-1994,01-01-9999
15927,d004,22-04-1994,01-01-9999
19723,d007,22-04-1994,01-01-9999
16930,d005,23-04-1994,04-12-2001
20071,d004,23-04-1994,01-01-9999
14790,d004,24-04-1994,28-07-2001
11972,d001,25-04-1994,01-01-9999
14458,d005,25-04-1994,01-01-9999
10838,d006,26-04-1994,01-01-9999
16700,d007,26-04-1994,27-10-1994
19382,d005,26-04-1994,01-01-9999
18752,d004,27-04-1994,22-01-2001
16873,d007,28-04-1994,11-09-1997
19160,d009,28-04-1994,01-01-9999
10233,d003,29-04-1994,01-01-9999
10658,d001,29-04-1994,01-01-9999
12189,d007,29-04-1994,10-08-2001
18492,d007,29-04-1994,06-10-1996
11262,d001,30-04-1994,01-01-9999
12586,d006,30-04-1994,01-01-9999
17655,d005,30-04-1994,01-01-9999
13764,d007,01-05-1994,01-01-9999
19311,d007,02-05-1994,01-01-9999
10540,d004,03-05-1994,01-01-9999
10706,d004,03-05-1994,08-04-2001
13002,d005,03-05-1994,01-01-9999
19535,d003,03-05-1994,01-01-9999
17746,d004,04-05-1994,13-03-1998
12765,d005,05-05-1994,07-09-1998
13019,d005,05-05-1994,01-01-9999
20169,d005,05-05-1994,01-01-9999
11589,d005,06-05-1994,01-01-9999
19077,d004,06-05-1994,01-01-9999
19811,d002,06-05-1994,01-01-9999
